City,URL,Latitude,Longitude,Timezone,Error
pokrovka,https://wetter.com/kirgisistan/pokrovka/KG1527496.html,42.7362,71.6098,Asia/Bishkek,
boroldoy,https://wetter.com/kirgisistan/boroldoy/KG1528650.html,42.7904,75.8562,Asia/Bishkek,
ak-suu,https://wetter.com/kirgisistan/ak-suu/KG1528906.html,42.8092,74.1001,Asia/Bishkek,
romanovka,https://wetter.com/kirgisistan/romanovka/KG1527485.html,42.4665,71.9358,Asia/Bishkek,
belovodskoye,https://wetter.com/kirgisistan/belovodskoye/KG1528702.html,42.8294,74.1083,Asia/Bishkek,
ivanovo-alekseyevka,https://wetter.com/kirgisistan/ivanovo-alekseyevka/KG1528253.html,42.5469,72.2092,Asia/Bishkek,
kyzyl-adyr,https://wetter.com/kirgisistan/kyzyl-adyr/KG1527919.html,42.6198,71.5891,Asia/Bishkek,
kopuro-bazar,https://wetter.com/kirgisistan/kopuro-bazar/KG1527960.html,42.4809,72.9551,Asia/Bishkek,
talas,https://wetter.com/kirgisistan/talas/KG1527299.html,42.5228,72.2427,Asia/Bishkek,
ivanovka,https://wetter.com/kirgisistan/ivanovka/KG1528252.html,42.8878,75.085,Asia/Bishkek,
birikken,https://wetter.com/kirgisistan/birikken/KG1528680.html,42.7013,75.1465,Asia/Bishkek,
karasu,https://wetter.com/kirgisistan/karasu/KG1528092.html,40.5623,73.7332,Asia/Bishkek,
jangy-jer,https://wetter.com/kirgisistan/jangy-jer/KZ1524421.html,43.109,74.3812,Asia/Bishkek,
bakai-ata,https://wetter.com/kirgisistan/bakai-ata/KG1527688.html,42.493,71.9236,Asia/Bishkek,
sheker,https://wetter.com/kirgisistan/sheker/KG1527379.html,42.5479,71.1578,Asia/Bishkek,
kolba,https://wetter.com/kirgisistan/kolba/KG1527868.html,42.4514,72.3984,Asia/Bishkek,
aral,https://wetter.com/kirgisistan/aral/KG1528836.html,42.5368,72.6605,Asia/Bishkek,
kara-doeboe,https://wetter.com/kirgisistan/kara-doeboe/KG1528056.html,42.7857,75.4477,Asia/Bishkek,
chuy,https://wetter.com/kirgisistan/chuy/KG1527338.html,42.8197,75.2823,Asia/Bishkek,
chat-kel,https://wetter.com/kirgisistan/chat-kel/KG1528571.html,42.9398,74.3478,Asia/Bishkek,
alamedin,https://wetter.com/kirgisistan/alamedin/KG1528869.html,42.9065,74.6365,Asia/Bishkek,
ak-dzhol,https://wetter.com/kirgisistan/ak-dzhol/KG1540652.html,42.9413,74.4894,Asia/Bishkek,
kamyshanovka,https://wetter.com/kirgisistan/kamyshanovka/KZ1523558.html,43.218,74.2362,Asia/Bishkek,
kara-balta,https://wetter.com/kirgisistan/kara-balta/KG1528182.html,42.8142,73.8481,Asia/Bishkek,
krasnyy-most,https://wetter.com/kirgisistan/krasnyy-most/KG1527822.html,42.5985,75.8141,Asia/Bishkek,
kadzhi-say,https://wetter.com/kirgisistan/kadzhi-say/KG1528241.html,42.1411,77.1785,Asia/Bishkek,
oytal,https://wetter.com/kirgisistan/oytal/KG1527516.html,42.7416,78.0154,Asia/Bishkek,
frunze,https://wetter.com/kirgisistan/frunze/KG1528335.html,42.7675,78.1857,Asia/Bishkek,
ak-tal,https://wetter.com/kirgisistan/ak-tal/KG1528904.html,41.4137,75.0545,Asia/Bishkek,
yaryktash,https://wetter.com/kirgisistan/yaryktash/KG1527013.html,41.7686,72.0875,Asia/Bishkek,
boz-beshik,https://wetter.com/kirgisistan/boz-beshik/KG1528642.html,42.4325,77.9515,Asia/Bishkek,
torkent,https://wetter.com/kirgisistan/torkent/KG1527179.html,41.8364,73.1472,Asia/Bishkek,
totiya,https://wetter.com/kirgisistan/totiya/KG1527141.html,40.8741,72.9563,Asia/Bishkek,
tash-kumyr,https://wetter.com/kirgisistan/tash-kumyr/KG1527260.html,41.3461,72.2171,Asia/Bishkek,
syny,https://wetter.com/kirgisistan/syny/KG1527312.html,41.6164,72.0552,Asia/Bishkek,
mayli-say,https://wetter.com/kirgisistan/mayli-say/KG1527647.html,41.253,72.4599,Asia/Bishkek,
toktogul,https://wetter.com/kirgisistan/toktogul/KG1538648.html,41.8744,72.9419,Asia/Bishkek,
mundus,https://wetter.com/kirgisistan/mundus/KG1527657.html,41.441,71.9279,Asia/Bishkek,
suzak,https://wetter.com/kirgisistan/suzak/KG1527317.html,40.8982,72.9048,Asia/Bishkek,
ak-kuduk,https://wetter.com/kirgisistan/ak-kuduk/KG1528936.html,41.4892,75.343,Asia/Bishkek,
kazarman,https://wetter.com/kirgisistan/kazarman/KG1528005.html,41.4045,74.0283,Asia/Bishkek,
kyzyl-kyya,https://wetter.com/kirgisistan/kyzyl-kyya/KG1528159.html,41.1336,72.3792,Asia/Bishkek,
kara-jygach,https://wetter.com/kirgisistan/kara-jygach/KG1527728.html,41.7906,73.282,Asia/Bishkek,
kyzyl-tokoy,https://wetter.com/kirgisistan/kyzyl-tokoy/KG1527704.html,41.3847,71.3281,Asia/Bishkek,
massy,https://wetter.com/kirgisistan/massy/KG1527689.html,41.0601,72.6329,Asia/Bishkek,
kolot,https://wetter.com/kirgisistan/kolot/KG1527805.html,40.9833,72.7774,Asia/Bishkek,
kashka-terek,https://wetter.com/kirgisistan/kashka-terek/KG1528033.html,41.1423,73.1418,Asia/Bishkek,
kerben,https://wetter.com/kirgisistan/kerben/KG1528052.html,41.494,71.7583,Asia/Bishkek,
karacha,https://wetter.com/kirgisistan/karacha/KG1528167.html,41.0851,72.8115,Asia/Bishkek,
kel,https://wetter.com/kirgisistan/kel/KG1527977.html,41.9269,72.3556,Asia/Bishkek,
kotschkor-ata,https://wetter.com/kirgisistan/kotschkor-ata/KG1527903.html,41.0371,72.4832,Asia/Bishkek,
kurpak-korgon,https://wetter.com/kirgisistan/kurpak-korgon/KG1527500.html,40.9655,72.6501,Asia/Bishkek,
kurnsay,https://wetter.com/kirgisistan/kurnsay/KG1527768.html,41.4867,72.3385,Asia/Bishkek,
jangy-jol,https://wetter.com/kirgisistan/jangy-jol/KG1528416.html,41.8832,72.9159,Asia/Bishkek,
ak-bulun,https://wetter.com/kirgisistan/ak-bulun/KG1540833.html,41.4503,76.2835,Asia/Bishkek,
ak-tala,https://wetter.com/kirgisistan/ak-tala/KG1528087.html,42.1819,75.3218,Asia/Bishkek,
naryn,https://wetter.com/kirgisistan/naryn/KG1527592.html,41.4287,75.9911,Asia/Bishkek,
dyubell,https://wetter.com/kirgisistan/dyubell/KG1528437.html,41.4488,76.2401,Asia/Bishkek,
kokdzhar,https://wetter.com/kirgisistan/kokdzhar/KG1527992.html,42.184,75.6516,Asia/Bishkek,
orto-nura,https://wetter.com/kirgisistan/orto-nura/KG1540832.html,41.4533,76.2094,Asia/Bishkek,
kyzyloy,https://wetter.com/kirgisistan/kyzyloy/KG1527715.html,41.9521,74.1632,Asia/Bishkek,
tash-bashat,https://wetter.com/kirgisistan/tash-bashat/KG1540834.html,41.4638,76.3933,Asia/Bishkek,
ukok,https://wetter.com/kirgisistan/ukok/KG1527092.html,42.1812,75.7727,Asia/Bishkek,
uzgorysh,https://wetter.com/kirgisistan/uzgorysh/KG1527050.html,41.2181,74.7043,Asia/Bishkek,
kairma,https://wetter.com/kirgisistan/kairma/KG1528014.html,41.992,74.5823,Asia/Bishkek,
karasu,https://wetter.com/kirgisistan/karasu/KG1528089.html,41.1287,75.6799,Asia/Bishkek,
bash-kaindy,https://wetter.com/kirgisistan/bash-kaindy/KG1528745.html,41.1564,75.9081,Asia/Bishkek,
ak-muz,https://wetter.com/kirgisistan/ak-muz/KG1528927.html,41.2492,76.1361,Asia/Bishkek,
kyzyltu,https://wetter.com/kirgisistan/kyzyltu/KG1527703.html,41.0576,75.5516,Asia/Bishkek,
kumtyube,https://wetter.com/kirgisistan/kumtyube/KG1528942.html,42.2182,75.5508,Asia/Bishkek,
dzhangy-talap,https://wetter.com/kirgisistan/dzhangy-talap/KG1528410.html,41.4585,75.0197,Asia/Bishkek,
chatyr-tash,https://wetter.com/kirgisistan/chatyr-tash/KG1540824.html,40.9011,76.4476,Asia/Bishkek,
arpa,https://wetter.com/kirgisistan/arpa/KG1528822.html,40.7882,74.7775,Asia/Bishkek,
at-bashi,https://wetter.com/kirgisistan/at-bashi/KG1528796.html,41.1695,75.801,Asia/Bishkek,
kalinin-atyndagy,https://wetter.com/kirgisistan/kalinin-atyndagy/KG1540813.html,41.0897,75.675,Asia/Bishkek,
epkin,https://wetter.com/kirgisistan/epkin/KG1528341.html,42.1763,75.4175,Asia/Bishkek,
bel-kyrchin,https://wetter.com/kirgisistan/bel-kyrchin/KG1528560.html,41.1867,74.5604,Asia/Bishkek,
baetovo,https://wetter.com/kirgisistan/baetovo/KG1528766.html,41.2667,74.957,Asia/Bishkek,
birlik,https://wetter.com/kirgisistan/birlik/KG1528679.html,41.2095,75.9447,Asia/Bishkek,
alysh,https://wetter.com/kirgisistan/alysh/KG1540831.html,41.4448,76.1947,Asia/Bishkek,
kazybek,https://wetter.com/kirgisistan/kazybek/KG1540814.html,41.0333,75.5327,Asia/Bishkek,
kachkynchy,https://wetter.com/kirgisistan/kachkynchy/KG1527836.html,41.0139,73.0318,Asia/Bishkek,
kara-kul,https://wetter.com/kirgisistan/kara-kul/KG1528124.html,41.6283,72.6703,Asia/Bishkek,
jangi-bazar,https://wetter.com/kirgisistan/jangi-bazar/KG1527018.html,41.6752,70.8605,Asia/Bishkek,
pulgon,https://wetter.com/kirgisistan/pulgon/KG7648391.html,40.1472,71.7296,Asia/Bishkek,
iradan,https://wetter.com/kirgisistan/iradan/KG1528283.html,40.2667,72.1,Asia/Bishkek,
tayan,https://wetter.com/kirgisistan/tayan/KG1222554.html,39.9026,71.1083,Asia/Bishkek,
orozbekovo,https://wetter.com/kirgisistan/orozbekovo/KG1527566.html,40.0569,71.6695,Asia/Bishkek,
samarkandyk,https://wetter.com/kirgisistan/samarkandyk/KG8375152.html,39.9981,70.5459,Asia/Bishkek,
karavan,https://wetter.com/kirgisistan/karavan/KG1528053.html,40.2951,72.1863,Asia/Bishkek,
ormosh,https://wetter.com/kirgisistan/ormosh/KG8388007.html,39.9459,71.2609,Asia/Bishkek,
korgon,https://wetter.com/kirgisistan/korgon/KG1222618.html,39.889,69.9356,Asia/Bishkek,
kara-bak,https://wetter.com/kirgisistan/kara-bak/KG8375150.html,40.1617,70.8196,Asia/Bishkek,
dinau,https://wetter.com/kirgisistan/dinau/TJ1220014.html,39.6978,69.3684,Asia/Bishkek,
chek,https://wetter.com/kirgisistan/chek/KG8375110.html,40.1093,70.8464,Asia/Bishkek,
katran,https://wetter.com/kirgisistan/katran/KG1222640.html,39.8443,70.0147,Asia/Bishkek,
chechme,https://wetter.com/kirgisistan/chechme/KG1222691.html,39.9439,71.2105,Asia/Bishkek,
aydarken,https://wetter.com/kirgisistan/aydarken/KG1222635.html,39.9432,71.3418,Asia/Bishkek,
alga,https://wetter.com/kirgisistan/alga/KG1528856.html,40.2363,71.499,Asia/Bishkek,
beshkent,https://wetter.com/kirgisistan/beshkent/KG1538310.html,40.0308,69.8186,Asia/Bishkek,
batken,https://wetter.com/kirgisistan/batken/KG1528735.html,40.0626,70.8194,Asia/Bishkek,
boz-adyr,https://wetter.com/kirgisistan/boz-adyr/KG8376076.html,39.9986,71.0734,Asia/Bishkek,
andarkhan,https://wetter.com/kirgisistan/andarkhan/KG1222707.html,39.997,69.8504,Asia/Bishkek,
andarak,https://wetter.com/kirgisistan/andarak/KG1222708.html,39.7685,69.464,Asia/Bishkek,
ak-say,https://wetter.com/kirgisistan/ak-say/KG10370337.html,39.8744,70.5221,Asia/Bishkek,
ak-tatyr,https://wetter.com/kirgisistan/ak-tatyr/KG8382860.html,39.9599,70.4845,Asia/Bishkek,
ak-suu,https://wetter.com/kirgisistan/ak-suu/KG8377866.html,39.8988,69.3716,Asia/Bishkek,
krasnyy-partizan,https://wetter.com/kasachstan/krasnyy-partizan/KZ1520663.html,43.0521,74.6491,Asia/Bishkek,
ak-turpak,https://wetter.com/kirgisistan/ak-turpak/KG1514637.html,40.188,71.0541,Asia/Bishkek,
teskey,https://wetter.com/kirgisistan/teskey/KG1222542.html,39.9029,71.279,Asia/Bishkek,
korgon,https://wetter.com/kirgisistan/korgon/KG1222527.html,39.6445,70.9533,Asia/Bishkek,
ak-tash,https://wetter.com/kirgisistan/ak-tash/KG1527247.html,41.7032,70.6452,Asia/Bishkek,
kanysh-kyya,https://wetter.com/kirgisistan/kanysh-kyya/KG1528190.html,41.7654,71.0918,Asia/Bishkek,
dzheti-koshkon,https://wetter.com/kirgisistan/dzheti-koshkon/KG1528598.html,40.99,72.7317,Asia/Bishkek,
dzhargylchakty,https://wetter.com/kirgisistan/dzhargylchakty/KG1528684.html,41.9855,72.5279,Asia/Bishkek,
dschalalabat,https://wetter.com/kirgisistan/dschalalabat/KG1528249.html,40.9333,73.0,Asia/Bishkek,
balykty,https://wetter.com/kirgisistan/balykty/KG1528752.html,41.9725,72.5811,Asia/Bishkek,
bazar-korgon,https://wetter.com/kirgisistan/bazar-korgon/KG1528717.html,41.0376,72.7459,Asia/Bishkek,
bereynok,https://wetter.com/kirgisistan/bereynok/KG1528698.html,41.9743,72.1878,Asia/Bishkek,
atana,https://wetter.com/kirgisistan/atana/UZ1514531.html,41.3683,71.8506,Asia/Bishkek,
chukurchak,https://wetter.com/kirgisistan/chukurchak/KG1528475.html,41.7826,71.1225,Asia/Bishkek,
arslanbob,https://wetter.com/kirgisistan/arslanbob/KG1528817.html,41.3382,72.9291,Asia/Bishkek,
kara-dzhygach,https://wetter.com/kirgisistan/kara-dzhygach/KG1528161.html,40.1221,72.0927,Asia/Bishkek,
yangak,https://wetter.com/kirgisistan/yangak/KG1528203.html,40.134,71.4504,Asia/Bishkek,
markaz,https://wetter.com/kirgisistan/markaz/KG8376125.html,40.2402,71.8998,Asia/Bishkek,
ala-buka,https://wetter.com/kirgisistan/ala-buka/KG1528875.html,41.4105,71.4863,Asia/Bishkek,
toguz-bulak,https://wetter.com/kirgisistan/toguz-bulak/KG8377922.html,39.8433,69.7136,Asia/Bishkek,
uch-korgon,https://wetter.com/kirgisistan/uch-korgon/KG1527103.html,40.2288,72.0592,Asia/Bishkek,
suluktu,https://wetter.com/kirgisistan/suluktu/KG1222562.html,39.9365,69.5678,Asia/Bishkek,
kyzyl-kyya,https://wetter.com/kirgisistan/kyzyl-kyya/KG1527719.html,40.2568,72.1279,Asia/Bishkek,
kyzyl-bulak,https://wetter.com/kirgisistan/kyzyl-bulak/KG8376054.html,40.0517,71.7373,Asia/Bishkek,
kyrgyz-kyshtak,https://wetter.com/kirgisistan/kyrgyz-kyshtak/KG8376052.html,40.3106,71.3497,Asia/Bishkek,
kulundu,https://wetter.com/kirgisistan/kulundu/KG8377525.html,40.1064,69.6413,Asia/Bishkek,
khalmion,https://wetter.com/kirgisistan/khalmion/KG1527951.html,40.2122,71.6327,Asia/Bishkek,
zar-tash,https://wetter.com/kirgisistan/zar-tash/KG1512274.html,40.2594,71.0269,Asia/Bishkek,
razzakov,https://wetter.com/kirgisistan/razzakov/KG1222662.html,39.839,69.5276,Asia/Bishkek,
kara-debe,https://wetter.com/kirgisistan/kara-debe/KG8139689.html,40.2443,72.0448,Asia/Bishkek,
kyzyl-oktyabr,https://wetter.com/kirgisistan/kyzyl-oktyabr/KG1527716.html,41.3533,73.9064,Asia/Bishkek,
ming-bulak,https://wetter.com/kirgisistan/ming-bulak/KG1527627.html,41.4827,75.8544,Asia/Bishkek,
uech-terek,https://wetter.com/kirgisistan/uech-terek/KG8134212.html,41.7622,73.2003,Asia/Bishkek,
kuybysheva,https://wetter.com/kirgisistan/kuybysheva/KG1523961.html,41.5137,75.8569,Asia/Bishkek,
tyup,https://wetter.com/kirgisistan/tyup/KG1527121.html,42.7276,78.3648,Asia/Bishkek,
dzhiydalik,https://wetter.com/kirgisistan/dzhiydalik/KG1527593.html,40.5539,72.7906,Asia/Bishkek,
chong-aryk,https://wetter.com/kirgisistan/chong-aryk/KG1540661.html,42.8172,74.5809,Asia/Bishkek,
dyikan-kyschtak,https://wetter.com/kirgisistan/dyikan-kyschtak/KG1538117.html,40.516,72.7869,Asia/Bishkek,
zholgolot,https://wetter.com/kirgisistan/zholgolot/KG1528364.html,42.4769,78.4234,Asia/Bishkek,
tert-kul,https://wetter.com/kirgisistan/tert-kul/KG1527175.html,42.1139,76.947,Asia/Bishkek,
kyzyl-kyshtak,https://wetter.com/kirgisistan/kyzyl-kyshtak/KG1527725.html,40.5382,72.7768,Asia/Bishkek,
krasnyy-stroitel,https://wetter.com/kirgisistan/krasnyy-stroitel/KG1540655.html,42.9404,74.5922,Asia/Bishkek,
tokol-dosh,https://wetter.com/kirgisistan/tokol-dosh/KG1527198.html,42.8667,74.6333,Asia/Bishkek,
kok-aryk,https://wetter.com/kirgisistan/kok-aryk/KG1527896.html,42.4167,72.6667,Asia/Bishkek,
chymgent,https://wetter.com/kirgisistan/chymgent/KG1528533.html,42.6234,71.52,Asia/Bishkek,
rybpunkt,https://wetter.com/kirgisistan/rybpunkt/KG1527344.html,42.3715,77.8963,Asia/Bishkek,
vedene,https://wetter.com/kirgisistan/vedene/KG1527036.html,40.2077,72.9884,Asia/Bishkek,
nookat,https://wetter.com/kirgisistan/nookat/KG1528339.html,40.266,72.6183,Asia/Bishkek,
kara-kulja,https://wetter.com/kirgisistan/kara-kulja/KG8145969.html,40.6322,73.5925,Asia/Bishkek,
turpachaty,https://wetter.com/kirgisistan/turpachaty/KG1222538.html,39.976,72.8027,Asia/Bishkek,
teleyken,https://wetter.com/kirgisistan/teleyken/KG1527164.html,40.4867,72.8088,Asia/Bishkek,
papan,https://wetter.com/kirgisistan/papan/KG1527507.html,40.2989,72.9881,Asia/Bishkek,
sarytasch,https://wetter.com/kirgisistan/sarytasch/KG1222576.html,39.7288,73.2484,Asia/Bishkek,
kara-suu,https://wetter.com/kirgisistan/kara-suu/KG1528091.html,40.7046,72.8667,Asia/Bishkek,
kyzyl-tala,https://wetter.com/kirgisistan/kyzyl-tala/KG1222603.html,39.9655,72.964,Asia/Bishkek,
oytal,https://wetter.com/kirgisistan/oytal/KG1527517.html,40.4212,74.1111,Asia/Bishkek,
dschergetal,https://wetter.com/kirgisistan/dschergetal/KG1222673.html,39.9784,73.4873,Asia/Bishkek,
kerme-too,https://wetter.com/kirgisistan/kerme-too/KG1512557.html,40.5598,72.6806,Asia/Bishkek,
urgi,https://wetter.com/kirgisistan/urgi/KG1527076.html,40.3,72.1833,Asia/Bishkek,
otuz-adyr,https://wetter.com/kirgisistan/otuz-adyr/KG1538121.html,40.6061,72.9661,Asia/Bishkek,
djal,https://wetter.com/kirgisistan/djal/KG8335077.html,42.84,74.5653,Asia/Bishkek,
korumdy,https://wetter.com/kirgisistan/korumdy/KG1527842.html,42.6914,77.3493,Asia/Bishkek,
bol-shevik,https://wetter.com/kirgisistan/bol-shevik/KG1528663.html,42.1228,76.8966,Asia/Bishkek,
cholpon,https://wetter.com/kirgisistan/cholpon/KG1528513.html,42.6359,78.4777,Asia/Bishkek,
kara-kel,https://wetter.com/kirgisistan/kara-kel/KG1528125.html,41.2363,73.0498,Asia/Bishkek,
kalinovka,https://wetter.com/kirgisistan/kalinovka/KG1528210.html,42.4753,78.2758,Asia/Bishkek,
chychkan,https://wetter.com/kirgisistan/chychkan/KG1528471.html,42.2748,77.7852,Asia/Bishkek,
grigor-yevka,https://wetter.com/kirgisistan/grigor-yevka/KG1528323.html,42.7182,77.484,Asia/Bishkek,
cholpon-ata,https://wetter.com/kirgisistan/cholpon-ata/KG1528512.html,42.6494,77.0823,Asia/Bishkek,
karadzhal,https://wetter.com/kirgisistan/karadzhal/KG1528162.html,42.5756,78.438,Asia/Bishkek,
dengtala,https://wetter.com/kirgisistan/dengtala/KG1528461.html,42.1263,76.5844,Asia/Bishkek,
engilchek,https://wetter.com/kirgisistan/engilchek/KG1528345.html,42.029,79.0808,Asia/Bishkek,
karakol,https://wetter.com/kirgisistan/karakol/KG0YK0001.html,42.4907,78.3936,Asia/Bishkek,
kyzyl-suu,https://wetter.com/kirgisistan/kyzyl-suu/KG1527497.html,42.3421,78.0064,Asia/Bishkek,
kek-moynok-vtoroye,https://wetter.com/kirgisistan/kek-moynok-vtoroye/KG1540848.html,42.4852,75.8568,Asia/Bishkek,
sovkhoz-orgochor,https://wetter.com/kirgisistan/sovkhoz-orgochor/KG1527554.html,42.3693,78.042,Asia/Bishkek,
semenovka,https://wetter.com/kirgisistan/semenovka/KG1527410.html,42.7229,77.5548,Asia/Bishkek,
orto-tokoy,https://wetter.com/kirgisistan/orto-tokoy/KG1527537.html,42.3423,76.021,Asia/Bishkek,
kongur-oeloen,https://wetter.com/kirgisistan/kongur-oeloen/KG1527853.html,42.1023,76.6211,Asia/Bishkek,
temirkanat,https://wetter.com/kirgisistan/temirkanat/KG1527239.html,42.0569,76.92,Asia/Bishkek,
tepke,https://wetter.com/kirgisistan/tepke/KG1527233.html,42.6018,78.4137,Asia/Bishkek,
temirovka,https://wetter.com/kirgisistan/temirovka/KG1527237.html,42.7024,77.4192,Asia/Bishkek,
bischkek,https://wetter.com/kirgisistan/bischkek/KG0BI0001.html,42.87,74.59,Asia/Bishkek,
tossor,https://wetter.com/kirgisistan/tossor/KG1527170.html,42.1688,77.4407,Asia/Bishkek,
uzunbulak,https://wetter.com/kirgisistan/uzunbulak/KG1527044.html,42.1305,75.2673,Asia/Bishkek,
pristan-przheval-sk,https://wetter.com/kirgisistan/pristan-przheval-sk/KG1527494.html,42.5738,78.3103,Asia/Bishkek,
kensu,https://wetter.com/kirgisistan/kensu/KG1527965.html,42.7553,78.7276,Asia/Bishkek,
daroot-korgon,https://wetter.com/kirgisistan/daroot-korgon/KG1222683.html,39.5527,72.2052,Asia/Bishkek,
orto-say,https://wetter.com/kirgisistan/orto-say/KG1540662.html,42.8034,74.592,Asia/Bishkek,
leninskoye,https://wetter.com/kirgisistan/leninskoye/KG1527684.html,40.6908,73.1902,Asia/Bishkek,
kara-suu,https://wetter.com/kirgisistan/kara-suu/KG1540850.html,42.1955,75.8186,Asia/Bishkek,
chayek,https://wetter.com/kirgisistan/chayek/KG1528566.html,41.9277,74.517,Asia/Bishkek,
kochkor,https://wetter.com/kirgisistan/kochkor/KG1527902.html,42.2155,75.7566,Asia/Bishkek,
sary-bulak,https://wetter.com/kirgisistan/sary-bulak/KG1527458.html,41.9649,75.7618,Asia/Bishkek,
segizinchi-mart,https://wetter.com/kirgisistan/segizinchi-mart/KG1527033.html,41.4578,75.4039,Asia/Bishkek,
kyzart,https://wetter.com/kirgisistan/kyzart/KG1521588.html,42.0302,74.9826,Asia/Bishkek,
teleyken,https://wetter.com/kirgisistan/teleyken/KG1538129.html,40.4485,72.564,Asia/Bishkek,
ottuk,https://wetter.com/kirgisistan/ottuk/KG1527529.html,41.6302,75.8458,Asia/Bishkek,
emgekchil,https://wetter.com/kirgisistan/emgekchil/KG1528342.html,41.5579,75.9743,Asia/Bishkek,
ak-terek,https://wetter.com/kirgisistan/ak-terek/KG1528892.html,40.4145,72.7708,Asia/Bishkek,
arek,https://wetter.com/kirgisistan/arek/KG1538124.html,40.4877,72.7399,Asia/Bishkek,
imeni-kalinina,https://wetter.com/kirgisistan/imeni-kalinina/KG1528296.html,40.8168,73.4797,Asia/Bishkek,
budalyk,https://wetter.com/kirgisistan/budalyk/KG1528621.html,40.2792,73.5104,Asia/Bishkek,
kichi-byulelyu,https://wetter.com/kirgisistan/kichi-byulelyu/KG1527939.html,40.1963,73.6338,Asia/Bishkek,
karatay,https://wetter.com/kirgisistan/karatay/KG1528066.html,40.5157,73.0409,Asia/Bishkek,
aravan,https://wetter.com/kirgisistan/aravan/KG1528831.html,40.5161,72.4996,Asia/Bishkek,
chalk-oyde,https://wetter.com/kirgisistan/chalk-oyde/KG1528586.html,40.7412,73.6589,Asia/Bishkek,
