City,URL,Latitude,Longitude,Timezone,Error
thermopolis,https://wetter.com/vereinigte-staaten/thermopolis/US5840846.html,43.6461,-108.212,America/Denver,
tierra-amarilla,https://wetter.com/vereinigte-staaten/tierra-amarilla/US5494507.html,36.7003,-106.5498,America/Denver,
bar-nunn,https://wetter.com/vereinigte-staaten/bar-nunn/US5817809.html,42.9136,-106.3434,America/Denver,
miles-city,https://wetter.com/vereinigte-staaten/miles-city/US5666176.html,46.4083,-105.8406,America/Denver,
lewistown,https://wetter.com/vereinigte-staaten/lewistown/US5662162.html,47.0625,-109.4282,America/Denver,
shelby,https://wetter.com/vereinigte-staaten/shelby/US5677433.html,48.5053,-111.857,America/Denver,
plentywood,https://wetter.com/vereinigte-staaten/plentywood/US5671807.html,48.7748,-104.5625,America/Denver,
red-lodge,https://wetter.com/vereinigte-staaten/red-lodge/US5673390.html,45.1858,-109.2468,America/Denver,
malta,https://wetter.com/vereinigte-staaten/malta/US5664486.html,48.3597,-107.8743,America/Denver,
missoula,https://wetter.com/vereinigte-staaten/missoula/US5666639.html,46.8722,-113.994,America/Denver,
libby,https://wetter.com/vereinigte-staaten/libby/US5662190.html,48.3883,-115.556,America/Denver,
livingston,https://wetter.com/vereinigte-staaten/livingston/US5663049.html,45.6624,-110.561,America/Denver,
cut-bank,https://wetter.com/vereinigte-staaten/cut-bank/US5647469.html,48.633,-112.3262,America/Denver,
roundup,https://wetter.com/vereinigte-staaten/roundup/US5674878.html,46.4452,-108.5418,America/Denver,
dillon,https://wetter.com/vereinigte-staaten/dillon/US5648657.html,45.2163,-112.6375,America/Denver,
hamilton,https://wetter.com/vereinigte-staaten/hamilton/US5655959.html,46.2469,-114.1604,America/Denver,
great-falls,https://wetter.com/vereinigte-staaten/great-falls/US5655240.html,47.5002,-111.3008,America/Denver,
glasgow,https://wetter.com/vereinigte-staaten/glasgow/US5654320.html,48.197,-106.6367,America/Denver,
helena,https://wetter.com/vereinigte-staaten/helena/US5656882.html,46.5927,-112.0361,America/Denver,
boulder,https://wetter.com/vereinigte-staaten/boulder/US5641473.html,46.2366,-112.1208,America/Denver,
havre,https://wetter.com/vereinigte-staaten/havre/US5656497.html,48.55,-109.6841,America/Denver,
fort-benton,https://wetter.com/vereinigte-staaten/fort-benton/US5652763.html,47.8183,-110.6674,America/Denver,
columbus,https://wetter.com/vereinigte-staaten/columbus/US5645893.html,45.6366,-109.2521,America/Denver,
glendive,https://wetter.com/vereinigte-staaten/glendive/US5654391.html,47.1053,-104.7125,America/Denver,
forsyth,https://wetter.com/vereinigte-staaten/forsyth/US5652699.html,46.2664,-106.6778,America/Denver,
hardin,https://wetter.com/vereinigte-staaten/hardin/US5656170.html,45.7325,-107.612,America/Denver,
anaconda,https://wetter.com/vereinigte-staaten/anaconda/US5637146.html,46.1285,-112.9423,America/Denver,
polson,https://wetter.com/vereinigte-staaten/polson/US5671996.html,47.6936,-114.1632,America/Denver,
kalispell,https://wetter.com/vereinigte-staaten/kalispell/US5660340.html,48.1958,-114.3129,America/Denver,
deming,https://wetter.com/vereinigte-staaten/deming/US5464806.html,32.2687,-107.7586,America/Denver,
carlsbad,https://wetter.com/vereinigte-staaten/carlsbad/US5460459.html,32.4207,-104.2288,America/Denver,
clayton-new-mexico,https://wetter.com/vereinigte-staaten/clayton-new-mexico/US5462269.html,36.4517,-103.1841,America/Denver,
farmington,https://wetter.com/vereinigte-staaten/farmington/US5467328.html,36.7281,-108.2187,America/Denver,
bernalillo,https://wetter.com/vereinigte-staaten/bernalillo/US5457198.html,35.3,-106.5511,America/Denver,
clovis,https://wetter.com/vereinigte-staaten/clovis/US5462393.html,34.4048,-103.2052,America/Denver,
hobbs,https://wetter.com/vereinigte-staaten/hobbs/US5471578.html,32.7026,-103.136,America/Denver,
santa-rosa,https://wetter.com/vereinigte-staaten/santa-rosa/US5490338.html,34.9387,-104.6825,America/Denver,
anthony,https://wetter.com/vereinigte-staaten/anthony/US5455381.html,32.004,-106.6058,America/Denver,
aztec,https://wetter.com/vereinigte-staaten/aztec/US5456049.html,36.8222,-107.9929,America/Denver,
scobey,https://wetter.com/vereinigte-staaten/scobey/US5676740.html,48.7925,-105.4208,America/Denver,
artesia,https://wetter.com/vereinigte-staaten/artesia/US5455796.html,32.8423,-104.4033,America/Denver,
alamogordo,https://wetter.com/vereinigte-staaten/alamogordo/US5454627.html,32.8995,-105.9603,America/Denver,
sidney,https://wetter.com/vereinigte-staaten/sidney/US5699552.html,41.1428,-102.978,America/Denver,
kimball,https://wetter.com/vereinigte-staaten/kimball/US5696715.html,41.2358,-103.663,America/Denver,
chadron,https://wetter.com/vereinigte-staaten/chadron/US5694163.html,42.8294,-102.9999,America/Denver,
gering,https://wetter.com/vereinigte-staaten/gering/US5695604.html,41.8258,-103.6605,America/Denver,
townsend,https://wetter.com/vereinigte-staaten/townsend/US5682902.html,46.3191,-111.5208,America/Denver,
alliance,https://wetter.com/vereinigte-staaten/alliance/US5693164.html,42.1016,-102.8722,America/Denver,
thompson-falls,https://wetter.com/vereinigte-staaten/thompson-falls/US5682278.html,47.5949,-115.3383,America/Denver,
wolf-point,https://wetter.com/vereinigte-staaten/wolf-point/US5687028.html,48.0906,-105.6406,America/Denver,
sidney,https://wetter.com/vereinigte-staaten/sidney/US5677735.html,47.7167,-104.1563,America/Denver,
albuquerque,https://wetter.com/vereinigte-staaten/albuquerque/US5454711.html,35.0845,-106.6511,America/Denver,
carrizozo,https://wetter.com/vereinigte-staaten/carrizozo/US5460567.html,33.6417,-105.8772,America/Denver,
deer-lodge,https://wetter.com/vereinigte-staaten/deer-lodge/US5648267.html,46.3958,-112.73,America/Denver,
choteau,https://wetter.com/vereinigte-staaten/choteau/US5644844.html,47.8125,-112.1836,America/Denver,
lamar,https://wetter.com/vereinigte-staaten/lamar/US5427957.html,38.0872,-102.6208,America/Denver,
holyoke,https://wetter.com/vereinigte-staaten/holyoke/US5578099.html,40.5844,-102.3024,America/Denver,
littleton,https://wetter.com/vereinigte-staaten/littleton/US5429032.html,39.6133,-105.0167,America/Denver,
leadville,https://wetter.com/vereinigte-staaten/leadville/US5428184.html,39.2508,-106.2925,America/Denver,
eagle,https://wetter.com/vereinigte-staaten/eagle/US5420328.html,39.6553,-106.8287,America/Denver,
las-animas,https://wetter.com/vereinigte-staaten/las-animas/US5428055.html,38.0667,-103.2227,America/Denver,
glenwood-springs,https://wetter.com/vereinigte-staaten/glenwood-springs/US5423092.html,39.5505,-107.3248,America/Denver,
castle-rock,https://wetter.com/vereinigte-staaten/castle-rock/US5416329.html,39.3722,-104.8561,America/Denver,
durango,https://wetter.com/vereinigte-staaten/durango/US5420241.html,37.2753,-107.8801,America/Denver,
burlington,https://wetter.com/vereinigte-staaten/burlington/US5415502.html,39.3061,-102.2694,America/Denver,
la-junta,https://wetter.com/vereinigte-staaten/la-junta/US5427705.html,37.985,-103.5438,America/Denver,
broomfield,https://wetter.com/vereinigte-staaten/broomfield/US5415035.html,39.9205,-105.0867,America/Denver,
delta,https://wetter.com/vereinigte-staaten/delta/US5419334.html,38.7422,-108.069,America/Denver,
denver,https://wetter.com/vereinigte-staaten/denver/US5419384.html,39.7392,-104.9847,America/Denver,
aspen,https://wetter.com/vereinigte-staaten/aspen/US5412230.html,39.1911,-106.8175,America/Denver,
craig,https://wetter.com/vereinigte-staaten/craig/US5576064.html,40.5153,-107.5465,America/Denver,
breckenridge,https://wetter.com/vereinigte-staaten/breckenridge/US5414872.html,39.4817,-106.0384,America/Denver,
cortez,https://wetter.com/vereinigte-staaten/cortez/US5418104.html,37.3489,-108.5859,America/Denver,
grand-junction,https://wetter.com/vereinigte-staaten/grand-junction/US5423573.html,39.0639,-108.5507,America/Denver,
akron,https://wetter.com/vereinigte-staaten/akron/US5574199.html,40.1605,-103.2144,America/Denver,
boulder,https://wetter.com/vereinigte-staaten/boulder/US5574991.html,40.015,-105.2706,America/Denver,
colorado-springs,https://wetter.com/vereinigte-staaten/colorado-springs/US5417598.html,38.8339,-104.8214,America/Denver,
alamosa,https://wetter.com/vereinigte-staaten/alamosa/US5411479.html,37.4695,-105.87,America/Denver,
conrad,https://wetter.com/vereinigte-staaten/conrad/US5646101.html,48.1703,-111.9461,America/Denver,
gunnison,https://wetter.com/vereinigte-staaten/gunnison/US5424099.html,38.5458,-106.9253,America/Denver,
brighton,https://wetter.com/vereinigte-staaten/brighton/US5414941.html,39.9853,-104.8205,America/Denver,
chinook,https://wetter.com/vereinigte-staaten/chinook/US5644801.html,48.59,-109.2313,America/Denver,
butte,https://wetter.com/vereinigte-staaten/butte/US5642934.html,46.0038,-112.5347,America/Denver,
billings,https://wetter.com/vereinigte-staaten/billings/US5640350.html,45.7833,-108.5007,America/Denver,
big-timber,https://wetter.com/vereinigte-staaten/big-timber/US5640214.html,45.8349,-109.9555,America/Denver,
baker,https://wetter.com/vereinigte-staaten/baker/US5638252.html,46.367,-104.2847,America/Denver,
bozeman,https://wetter.com/vereinigte-staaten/bozeman/US5641727.html,45.6797,-111.0386,America/Denver,
cheyenne,https://wetter.com/vereinigte-staaten/cheyenne/US5821086.html,41.14,-104.8203,America/Denver,
goodland,https://wetter.com/vereinigte-staaten/goodland/US5445479.html,39.3508,-101.7102,America/Denver,
wray,https://wetter.com/vereinigte-staaten/wray/US5553755.html,40.0758,-102.2233,America/Denver,
walsenburg,https://wetter.com/vereinigte-staaten/walsenburg/US5443206.html,37.6242,-104.7803,America/Denver,
golden,https://wetter.com/vereinigte-staaten/golden/US5423294.html,39.7555,-105.2211,America/Denver,
telluride,https://wetter.com/vereinigte-staaten/telluride/US5441199.html,37.9375,-107.8123,America/Denver,
steamboat-springs,https://wetter.com/vereinigte-staaten/steamboat-springs/US5582371.html,40.485,-106.8317,America/Denver,
pueblo,https://wetter.com/vereinigte-staaten/pueblo/US5435464.html,38.2545,-104.6091,America/Denver,
trinidad,https://wetter.com/vereinigte-staaten/trinidad/US5442007.html,37.1695,-104.5005,America/Denver,
meeker,https://wetter.com/vereinigte-staaten/meeker/US5579761.html,40.0375,-107.9131,America/Denver,
greeley,https://wetter.com/vereinigte-staaten/greeley/US5577592.html,40.4233,-104.7091,America/Denver,
fort-morgan,https://wetter.com/vereinigte-staaten/fort-morgan/US5577158.html,40.2503,-103.8,America/Denver,
montrose,https://wetter.com/vereinigte-staaten/montrose/US5431710.html,38.4783,-107.8762,America/Denver,
sterling,https://wetter.com/vereinigte-staaten/sterling/US5582392.html,40.6255,-103.2077,America/Denver,
pagosa-springs,https://wetter.com/vereinigte-staaten/pagosa-springs/US5433784.html,37.2695,-107.0098,America/Denver,
fort-collins,https://wetter.com/vereinigte-staaten/fort-collins/US5577147.html,40.5853,-105.0844,America/Denver,
salida,https://wetter.com/vereinigte-staaten/salida/US5437555.html,38.5347,-105.9989,America/Denver,
estancia,https://wetter.com/vereinigte-staaten/estancia/US5467102.html,34.7584,-106.0559,America/Denver,
ogallala,https://wetter.com/vereinigte-staaten/ogallala/US5698040.html,41.1281,-101.7196,America/Denver,
gallup,https://wetter.com/vereinigte-staaten/gallup/US5468773.html,35.5281,-108.7426,America/Denver,
tooele,https://wetter.com/vereinigte-staaten/tooele/US5783695.html,40.5308,-112.2983,America/Denver,
monticello,https://wetter.com/vereinigte-staaten/monticello/US5543377.html,37.8714,-109.3429,America/Denver,
ogden,https://wetter.com/vereinigte-staaten/ogden/US5779206.html,41.223,-111.9738,America/Denver,
nephi,https://wetter.com/vereinigte-staaten/nephi/US5543853.html,39.7102,-111.8363,America/Denver,
west-jordan,https://wetter.com/vereinigte-staaten/west-jordan/US5784549.html,40.6097,-111.9391,America/Denver,
kanab,https://wetter.com/vereinigte-staaten/kanab/US5541458.html,37.0475,-112.5263,America/Denver,
saint-george,https://wetter.com/vereinigte-staaten/saint-george/US5546220.html,37.1042,-113.5841,America/Denver,
orem,https://wetter.com/vereinigte-staaten/orem/US5779334.html,40.2969,-111.6947,America/Denver,
castle-dale,https://wetter.com/vereinigte-staaten/castle-dale/US5536511.html,39.2122,-111.0196,America/Denver,
moab,https://wetter.com/vereinigte-staaten/moab/US5543307.html,38.5733,-109.5498,America/Denver,
farmington,https://wetter.com/vereinigte-staaten/farmington/US5774662.html,40.9805,-111.8874,America/Denver,
fillmore,https://wetter.com/vereinigte-staaten/fillmore/US5539097.html,38.9689,-112.3236,America/Denver,
west-valley-city,https://wetter.com/vereinigte-staaten/west-valley-city/US5784607.html,40.6916,-112.0011,America/Denver,
bountiful,https://wetter.com/vereinigte-staaten/bountiful/US5771826.html,40.8894,-111.8808,America/Denver,
afton,https://wetter.com/vereinigte-staaten/afton/US5816861.html,42.7249,-110.9319,America/Denver,
salt-lake-city,https://wetter.com/vereinigte-staaten/salt-lake-city/US5780993.html,40.7608,-111.8911,America/Denver,
evansville,https://wetter.com/vereinigte-staaten/evansville/US5824810.html,42.86,-106.2684,America/Denver,
riverton,https://wetter.com/vereinigte-staaten/riverton/US5780557.html,40.5219,-111.9391,America/Denver,
layton,https://wetter.com/vereinigte-staaten/layton/US5777107.html,41.0602,-111.9711,America/Denver,
sandy,https://wetter.com/vereinigte-staaten/sandy/US5781061.html,40.5916,-111.8841,America/Denver,
vernal,https://wetter.com/vereinigte-staaten/vernal/US5784154.html,40.4555,-109.5288,America/Denver,
loa,https://wetter.com/vereinigte-staaten/loa/US5542323.html,38.4028,-111.643,America/Denver,
espanola,https://wetter.com/vereinigte-staaten/espanola/US5467024.html,35.9911,-106.0806,America/Denver,
lehi,https://wetter.com/vereinigte-staaten/lehi/US5777224.html,40.3916,-111.8508,America/Denver,
manti,https://wetter.com/vereinigte-staaten/manti/US5542758.html,39.2683,-111.6369,America/Denver,
provo,https://wetter.com/vereinigte-staaten/provo/US5780026.html,40.2338,-111.6585,America/Denver,
brigham-city,https://wetter.com/vereinigte-staaten/brigham-city/US5771960.html,41.5102,-112.0155,America/Denver,
logan,https://wetter.com/vereinigte-staaten/logan/US5777544.html,41.7355,-111.8344,America/Denver,
coalville,https://wetter.com/vereinigte-staaten/coalville/US5773066.html,40.9177,-111.3994,America/Denver,
richfield,https://wetter.com/vereinigte-staaten/richfield/US5545710.html,38.7725,-112.0841,America/Denver,
parowan,https://wetter.com/vereinigte-staaten/parowan/US5544619.html,37.8422,-112.828,America/Denver,
morgan,https://wetter.com/vereinigte-staaten/morgan/US5778518.html,41.0361,-111.6769,America/Denver,
randolph,https://wetter.com/vereinigte-staaten/randolph/US5780154.html,41.6658,-111.1821,America/Denver,
murray,https://wetter.com/vereinigte-staaten/murray/US5778755.html,40.6669,-111.888,America/Denver,
price,https://wetter.com/vereinigte-staaten/price/US5545269.html,39.5994,-110.8107,America/Denver,
millcreek,https://wetter.com/vereinigte-staaten/millcreek/US5778352.html,40.6869,-111.8755,America/Denver,
south-jordan,https://wetter.com/vereinigte-staaten/south-jordan/US5781770.html,40.5622,-111.9297,America/Denver,
manila,https://wetter.com/vereinigte-staaten/manila/US5777855.html,40.988,-109.7227,America/Denver,
panguitch,https://wetter.com/vereinigte-staaten/panguitch/US5544525.html,37.8228,-112.4358,America/Denver,
junction,https://wetter.com/vereinigte-staaten/junction/US5541403.html,38.2375,-112.2199,America/Denver,
greybull,https://wetter.com/vereinigte-staaten/greybull/US5826603.html,44.4891,-108.0562,America/Denver,
duchesne,https://wetter.com/vereinigte-staaten/duchesne/US5774135.html,40.1633,-110.4029,America/Denver,
beaver,https://wetter.com/vereinigte-staaten/beaver/US5534882.html,38.2769,-112.6411,America/Denver,
casper,https://wetter.com/vereinigte-staaten/casper/US5820705.html,42.8666,-106.3131,America/Denver,
los-alamos,https://wetter.com/vereinigte-staaten/los-alamos/US5476825.html,35.8881,-106.307,America/Denver,
reserve,https://wetter.com/vereinigte-staaten/reserve/US5487396.html,33.7131,-108.7578,America/Denver,
silver-city,https://wetter.com/vereinigte-staaten/silver-city/US5491487.html,32.7701,-108.2803,America/Denver,
los-lunas,https://wetter.com/vereinigte-staaten/los-lunas/US5476913.html,34.8062,-106.7334,America/Denver,
santa-fe,https://wetter.com/vereinigte-staaten/santa-fe/US5490263.html,35.687,-105.9378,America/Denver,
portales,https://wetter.com/vereinigte-staaten/portales/US5484874.html,34.1862,-103.3344,America/Denver,
lovington,https://wetter.com/vereinigte-staaten/lovington/US5477090.html,32.944,-103.3486,America/Denver,
north-valley,https://wetter.com/vereinigte-staaten/north-valley/US5481793.html,35.1734,-106.6234,America/Denver,
las-cruces,https://wetter.com/vereinigte-staaten/las-cruces/US5475352.html,32.3123,-106.7783,America/Denver,
lordsburg,https://wetter.com/vereinigte-staaten/lordsburg/US5476799.html,32.3504,-108.7087,America/Denver,
mora,https://wetter.com/vereinigte-staaten/mora/US5285666.html,35.9742,-105.33,America/Denver,
rio-rancho,https://wetter.com/vereinigte-staaten/rio-rancho/US5487811.html,35.2334,-106.6645,America/Denver,
grants,https://wetter.com/vereinigte-staaten/grants/US5469841.html,35.1476,-107.8526,America/Denver,
las-vegas,https://wetter.com/vereinigte-staaten/las-vegas/US5475433.html,35.5939,-105.2239,America/Denver,
raton,https://wetter.com/vereinigte-staaten/raton/US5486795.html,36.9034,-104.4392,America/Denver,
mosquero,https://wetter.com/vereinigte-staaten/mosquero/US5480275.html,35.777,-103.9566,America/Denver,
tucumcari,https://wetter.com/vereinigte-staaten/tucumcari/US5495360.html,35.1719,-103.7269,America/Denver,
roswell,https://wetter.com/vereinigte-staaten/roswell/US5488441.html,33.3944,-104.5249,America/Denver,
fort-sumner,https://wetter.com/vereinigte-staaten/fort-sumner/US5468133.html,34.4717,-104.2455,America/Denver,
draper,https://wetter.com/vereinigte-staaten/draper/US5774001.html,40.5247,-111.8638,America/Denver,
el-paso,https://wetter.com/vereinigte-staaten/el-paso/US5520993.html,31.7587,-106.4869,America/Denver,
sturgis,https://wetter.com/vereinigte-staaten/sturgis/US5769489.html,44.4097,-103.5091,America/Denver,
custer,https://wetter.com/vereinigte-staaten/custer/US5763910.html,43.7667,-103.5988,America/Denver,
socorro,https://wetter.com/vereinigte-staaten/socorro/US5491999.html,34.0584,-106.8914,America/Denver,
hot-springs,https://wetter.com/vereinigte-staaten/hot-springs/US5765751.html,43.4317,-103.4744,America/Denver,
martin,https://wetter.com/vereinigte-staaten/martin/US5766888.html,43.1725,-101.7327,America/Denver,
deadwood,https://wetter.com/vereinigte-staaten/deadwood/US5764048.html,44.3767,-103.7296,America/Denver,
rapid-city,https://wetter.com/vereinigte-staaten/rapid-city/US5768233.html,44.0805,-103.231,America/Denver,
basin,https://wetter.com/vereinigte-staaten/basin/US5817923.html,44.38,-108.039,America/Denver,
belle-fourche,https://wetter.com/vereinigte-staaten/belle-fourche/US5762718.html,44.6714,-103.8522,America/Denver,
taos,https://wetter.com/vereinigte-staaten/taos/US5493811.html,36.4073,-105.5731,America/Denver,
beach,https://wetter.com/vereinigte-staaten/beach/US5554419.html,46.9181,-104.0044,America/Denver,
truth-or-consequences,https://wetter.com/vereinigte-staaten/truth-or-consequences/US5495292.html,33.1284,-107.2528,America/Denver,
dickinson,https://wetter.com/vereinigte-staaten/dickinson/US5688789.html,46.8792,-102.7896,America/Denver,
hettinger,https://wetter.com/vereinigte-staaten/hettinger/US5689618.html,46.0014,-102.6368,America/Denver,
mott,https://wetter.com/vereinigte-staaten/mott/US5690627.html,46.3725,-102.3271,America/Denver,
bowman,https://wetter.com/vereinigte-staaten/bowman/US5688127.html,46.1831,-103.3949,America/Denver,
lethbridge,https://wetter.com/kanada/lethbridge/CA6053154.html,49.7,-112.8186,America/Edmonton,
slave-lake,https://wetter.com/kanada/slave-lake/CA6149374.html,55.2834,-114.769,America/Edmonton,
sherwood-park,https://wetter.com/kanada/sherwood-park/CA6146279.html,53.5168,-113.3187,America/Edmonton,
leduc,https://wetter.com/kanada/leduc/CA6051562.html,53.2668,-113.552,America/Edmonton,
lacombe,https://wetter.com/kanada/lacombe/CA6035615.html,52.4668,-113.7353,America/Edmonton,
fort-saskatchewan,https://wetter.com/kanada/fort-saskatchewan/CA5955948.html,53.6981,-113.2138,America/Edmonton,
