City,URL,Latitude,Longitude,Timezone,Error,Weather Report?
nkuzi,https://wetter.com/malawi/nkuzi/MW0924626.html,-16.0887,34.8748,Africa/Blantyre,,True
mijombo,https://wetter.com/malawi/mijombo/MW0926641.html,-14.8833,35.65,Africa/Blantyre,,True
makome,https://wetter.com/malawi/makome/MW0927461.html,-14.7833,35.5667,Africa/Blantyre,,True
mapujali,https://wetter.com/malawi/mapujali/MW0927163.html,-14.5167,35.3667,Africa/Blantyre,,True
chimesya,https://wetter.com/malawi/chimesya/MW0930920.html,-14.7542,35.374,Africa/Blantyre,,True
monkey-bay,https://wetter.com/malawi/monkey-bay/MW0926308.html,-14.0824,34.9165,Africa/Blantyre,,True
nsanje,https://wetter.com/malawi/nsanje/MW0924572.html,-16.92,35.262,Africa/Blantyre,,True
ntamba,https://wetter.com/malawi/ntamba/MW0924511.html,-15.3667,35.3667,Africa/Blantyre,,True
katunga,https://wetter.com/malawi/katunga/MW0928411.html,-16.7167,35.2667,Africa/Blantyre,,True
mulanje,https://wetter.com/malawi/mulanje/MW0925789.html,-16.0316,35.5,Africa/Blantyre,,True
mte,https://wetter.com/malawi/mte/MW0925921.html,-15.4,35.2833,Africa/Blantyre,,True
phalombe,https://wetter.com/malawi/phalombe/MW0924206.html,-15.8064,35.6507,Africa/Blantyre,,True
sigulane,https://wetter.com/malawi/sigulane/MW0923917.html,-15.6844,34.4058,Africa/Blantyre,,True
makata,https://wetter.com/malawi/makata/MW7839184.html,-15.7872,35.0305,Africa/Blantyre,,True
sunnyside-suburb,https://wetter.com/malawi/sunnyside-suburb/MW0923798.html,-15.7973,34.9955,Africa/Blantyre,,True
ching-oma,https://wetter.com/malawi/ching-oma/MW0930781.html,-14.9167,35.5833,Africa/Blantyre,,True
mandala,https://wetter.com/malawi/mandala/MW0927276.html,-15.7937,35.0059,Africa/Blantyre,,True
mologeni,https://wetter.com/malawi/mologeni/MW0926321.html,-16.15,34.7333,Africa/Blantyre,,True
kampata,https://wetter.com/malawi/kampata/MW0929061.html,-17.0382,35.231,Africa/Blantyre,,True
chikwawa,https://wetter.com/malawi/chikwawa/MW0931070.html,-16.0335,34.8009,Africa/Blantyre,,True
matola,https://wetter.com/malawi/matola/MW0927042.html,-14.896,34.9715,Africa/Blantyre,,True
dowa,https://wetter.com/malawi/dowa/MW0929977.html,-13.654,33.9375,Africa/Blantyre,,True
tadeyo-chakwira,https://wetter.com/malawi/tadeyo-chakwira/MW0923784.html,-11.8246,33.6605,Africa/Blantyre,,True
vivya,https://wetter.com/malawi/vivya/MW0923477.html,-11.6819,33.9905,Africa/Blantyre,,True
thuli,https://wetter.com/malawi/thuli/MW0923653.html,-11.7865,34.226,Africa/Blantyre,,True
dewe,https://wetter.com/malawi/dewe/MW0930013.html,-11.55,34.0,Africa/Blantyre,,True
euthini,https://wetter.com/malawi/euthini/MW0929878.html,-11.4508,33.4154,Africa/Blantyre,,True
ziwande,https://wetter.com/malawi/ziwande/MW0923301.html,-12.1262,33.4498,Africa/Blantyre,,True
wachaza,https://wetter.com/malawi/wachaza/MW0923451.html,-11.8596,34.1352,Africa/Blantyre,,True
mtangara-theu,https://wetter.com/malawi/mtangara-theu/MW0925934.html,-12.4723,33.7756,Africa/Blantyre,,True
singo,https://wetter.com/malawi/singo/MW0923885.html,-11.6305,34.2639,Africa/Blantyre,,True
mzimba,https://wetter.com/malawi/mzimba/MW0925498.html,-11.9,33.6,Africa/Blantyre,,True
neno,https://wetter.com/malawi/neno/MW0924963.html,-15.3981,34.6534,Africa/Blantyre,,True
sitonya,https://wetter.com/malawi/sitonya/MW0923870.html,-11.9333,33.45,Africa/Blantyre,,True
chokola-nzima,https://wetter.com/malawi/chokola-nzima/MW0930288.html,-11.5246,33.3579,Africa/Blantyre,,True
ehlehleni,https://wetter.com/malawi/ehlehleni/MW0929902.html,-12.255,33.5739,Africa/Blantyre,,True
blantyre,https://wetter.com/malawi/blantyre/MW0BL0001.html,-15.785,35.0085,Africa/Blantyre,,True
likoma,https://wetter.com/malawi/likoma/MW0924944.html,-12.0667,34.7333,Africa/Blantyre,,True
mbuzi-mzumara,https://wetter.com/malawi/mbuzi-mzumara/MW0926795.html,-11.4778,33.3415,Africa/Blantyre,,True
chikondawanda-lusale,https://wetter.com/malawi/chikondawanda-lusale/MW0931116.html,-11.9997,33.5903,Africa/Blantyre,,True
zung-uza,https://wetter.com/malawi/zung-uza/MW0923271.html,-11.0288,33.578,Africa/Blantyre,,True
zunga,https://wetter.com/malawi/zunga/MW0923276.html,-10.8452,34.2117,Africa/Blantyre,,True
katowo,https://wetter.com/malawi/katowo/MW0928431.html,-10.8152,33.5216,Africa/Blantyre,,True
balaka,https://wetter.com/malawi/balaka/MW0931865.html,-14.9793,34.9558,Africa/Blantyre,,True
chamanga,https://wetter.com/malawi/chamanga/MW0931506.html,-16.3833,34.7167,Africa/Blantyre,,True
chimdima-mhango,https://wetter.com/malawi/chimdima-mhango/MW0930925.html,-11.3833,33.6833,Africa/Blantyre,,True
thyolo,https://wetter.com/malawi/thyolo/MW0923652.html,-16.0678,35.1405,Africa/Blantyre,,True
sitonya-vinkhumbu,https://wetter.com/malawi/sitonya-vinkhumbu/MW0923488.html,-11.9284,33.4291,Africa/Blantyre,,True
mwanza,https://wetter.com/malawi/mwanza/MW0925596.html,-15.6026,34.5248,Africa/Blantyre,,True
salima,https://wetter.com/malawi/salima/MW0924055.html,-13.7804,34.4587,Africa/Blantyre,,True
musa,https://wetter.com/malawi/musa/MW0925736.html,-12.85,34.25,Africa/Blantyre,,True
maluma,https://wetter.com/malawi/maluma/MW0927302.html,-12.6293,34.1736,Africa/Blantyre,,True
mlauzi,https://wetter.com/malawi/mlauzi/MW0926399.html,-12.8138,33.4828,Africa/Blantyre,,True
mpikapika,https://wetter.com/malawi/mpikapika/MW0926126.html,-12.6044,34.1541,Africa/Blantyre,,True
masankhawa,https://wetter.com/malawi/masankhawa/MW0927134.html,-13.9833,33.8167,Africa/Blantyre,,True
pisawene,https://wetter.com/malawi/pisawene/MW0924148.html,-13.85,34.25,Africa/Blantyre,,True
mpamba,https://wetter.com/malawi/mpamba/MW0926253.html,-13.339,33.605,Africa/Blantyre,,True
malapa,https://wetter.com/malawi/malapa/MW0927391.html,-13.8218,34.3554,Africa/Blantyre,,True
mgada,https://wetter.com/malawi/mgada/MW0926685.html,-13.8333,34.3333,Africa/Blantyre,,True
mponela,https://wetter.com/malawi/mponela/MW0926087.html,-13.531,33.7393,Africa/Blantyre,,True
nkhotakota,https://wetter.com/malawi/nkhotakota/MW0924705.html,-12.9274,34.2961,Africa/Blantyre,,True
malavi,https://wetter.com/malawi/malavi/MW0927387.html,-13.7167,33.7,Africa/Blantyre,,True
mphako,https://wetter.com/malawi/mphako/MW0926199.html,-13.6258,33.0202,Africa/Blantyre,,True
lilongwe,https://wetter.com/malawi/lilongwe/MW0LI0001.html,-13.9669,33.7873,Africa/Blantyre,,True
ntchisi,https://wetter.com/malawi/ntchisi/MW0924491.html,-13.5278,33.9149,Africa/Blantyre,,True
mchinji,https://wetter.com/malawi/mchinji/MW0926747.html,-13.7984,32.8802,Africa/Blantyre,,True
kayesa,https://wetter.com/malawi/kayesa/MW0928292.html,-13.7833,32.9333,Africa/Blantyre,,True
kasungu,https://wetter.com/malawi/kasungu/MW0928534.html,-13.0333,33.4833,Africa/Blantyre,,True
kamanga-maundi,https://wetter.com/malawi/kamanga-maundi/MW0927005.html,-13.0208,33.5513,Africa/Blantyre,,True
madika,https://wetter.com/malawi/madika/MW0927624.html,-13.2333,33.6,Africa/Blantyre,,True
kazonga,https://wetter.com/malawi/kazonga/MW0928267.html,-13.3119,33.8184,Africa/Blantyre,,True
chiradzulu,https://wetter.com/malawi/chiradzulu/MW0930580.html,-15.6746,35.1407,Africa/Blantyre,,True
kaninga,https://wetter.com/malawi/kaninga/MW0928909.html,-13.0629,33.4743,Africa/Blantyre,,True
malomo,https://wetter.com/malawi/malomo/MW0927319.html,-13.1579,33.8145,Africa/Blantyre,,True
mndoka,https://wetter.com/malawi/mndoka/MW0926346.html,-12.9167,34.2667,Africa/Blantyre,,True
fundi,https://wetter.com/malawi/fundi/MW0235739.html,-9.7333,33.9167,Africa/Blantyre,,True
yohan,https://wetter.com/malawi/yohan/MW0923375.html,-13.7667,32.8333,Africa/Blantyre,,True
ulaya,https://wetter.com/malawi/ulaya/MW0923533.html,-15.7751,34.8603,Africa/Blantyre,,True
luchenza,https://wetter.com/malawi/luchenza/MW0927792.html,-16.0069,35.3095,Africa/Blantyre,,True
mangochi,https://wetter.com/malawi/mangochi/MW0927246.html,-14.4782,35.2645,Africa/Blantyre,,True
livingstonia,https://wetter.com/malawi/livingstonia/MW0927856.html,-10.606,34.1079,Africa/Blantyre,,True
seseo,https://wetter.com/malawi/seseo/MW0923933.html,-16.0833,34.8167,Africa/Blantyre,,True
zomba,https://wetter.com/malawi/zomba/MW0923295.html,-15.386,35.3188,Africa/Blantyre,,True
rumphi,https://wetter.com/malawi/rumphi/MW0924102.html,-11.0186,33.8575,Africa/Blantyre,,True
chimsebezo-banda,https://wetter.com/malawi/chimsebezo-banda/MW0930877.html,-12.1303,33.3835,Africa/Blantyre,,True
nachuma,https://wetter.com/malawi/nachuma/MW0925458.html,-15.4833,35.3667,Africa/Blantyre,,True
chitipa,https://wetter.com/malawi/chitipa/MW0235751.html,-9.7024,33.2697,Africa/Blantyre,,True
mzuzu,https://wetter.com/malawi/mzuzu/MW0925475.html,-11.4656,34.0207,Africa/Blantyre,,True
chilumba,https://wetter.com/malawi/chilumba/MW0930986.html,-10.4334,34.2477,Africa/Blantyre,,True
karonga,https://wetter.com/malawi/karonga/MW0235715.html,-9.9333,33.9333,Africa/Blantyre,,True
ntcheu,https://wetter.com/malawi/ntcheu/MW0924492.html,-14.8203,34.6359,Africa/Blantyre,,True
kamnthambala,https://wetter.com/malawi/kamnthambala/MW0929078.html,-11.1333,33.8833,Africa/Blantyre,,True
kamteteka-phiri,https://wetter.com/malawi/kamteteka-phiri/MW0929026.html,-12.1496,33.407,Africa/Blantyre,,True
kabila,https://wetter.com/malawi/kabila/MW0929532.html,-12.15,33.4667,Africa/Blantyre,,True
senga,https://wetter.com/malawi/senga/MW0923942.html,-13.7167,34.6333,Africa/Blantyre,,True
ekwendeni,https://wetter.com/malawi/ekwendeni/MW0929900.html,-11.3655,33.8808,Africa/Blantyre,,True
bolero,https://wetter.com/malawi/bolero/MW0931746.html,-10.9765,33.7414,Africa/Blantyre,,True
kabila,https://wetter.com/malawi/kabila/MW0929531.html,-11.7986,34.154,Africa/Blantyre,,True
chikombo-mwanza,https://wetter.com/malawi/chikombo-mwanza/MW0925598.html,-11.4211,33.8382,Africa/Blantyre,,True
nkhata-bay,https://wetter.com/malawi/nkhata-bay/MW0924732.html,-11.6066,34.2907,Africa/Blantyre,,True
chintheche,https://wetter.com/malawi/chintheche/MW0930727.html,-11.831,34.167,Africa/Blantyre,,True
aaron,https://wetter.com/malawi/aaron/MW0931921.html,-11.2044,33.8291,Africa/Blantyre,,True
gipfizi,https://wetter.com/burundi/gipfizi/BI0423767.html,-3.7282,29.3508,Africa/Bujumbura,,True
gatare,https://wetter.com/burundi/gatare/BI0424860.html,-3.6747,30.2114,Africa/Bujumbura,,True
bukemba,https://wetter.com/burundi/bukemba/BI0422997.html,-3.9951,30.0546,Africa/Bujumbura,,True
giharo,https://wetter.com/burundi/giharo/BI0422724.html,-3.7791,30.2348,Africa/Bujumbura,,True
gitambutso,https://wetter.com/burundi/gitambutso/BI0422091.html,-4.0088,29.8932,Africa/Bujumbura,,True
kayero,https://wetter.com/burundi/kayero/BI0422780.html,-3.8146,30.1267,Africa/Bujumbura,,True
musongati,https://wetter.com/burundi/musongati/BI0424941.html,-3.7289,30.1011,Africa/Bujumbura,,True
kivoga,https://wetter.com/burundi/kivoga/BI0422879.html,-3.8801,30.1207,Africa/Bujumbura,,True
ngoma,https://wetter.com/burundi/ngoma/BI0422713.html,-3.7767,30.0101,Africa/Bujumbura,,True
ngobeke,https://wetter.com/burundi/ngobeke/BI0422705.html,-3.7699,30.0442,Africa/Bujumbura,,True
butaganzwa,https://wetter.com/burundi/butaganzwa/BI0424693.html,-3.5676,30.1404,Africa/Bujumbura,,True
mpinga,https://wetter.com/burundi/mpinga/BI0424960.html,-3.7353,30.1787,Africa/Bujumbura,,True
shanga,https://wetter.com/burundi/shanga/BI0422781.html,-3.8122,30.069,Africa/Bujumbura,,True
karambi,https://wetter.com/burundi/karambi/BI0427059.html,-3.4502,30.362,Africa/Bujumbura,,True
kiramvya,https://wetter.com/burundi/kiramvya/BI0422962.html,-3.9598,30.1153,Africa/Bujumbura,,True
nyamiyaga,https://wetter.com/burundi/nyamiyaga/BI0422819.html,-3.8345,30.1322,Africa/Bujumbura,,True
mahinga,https://wetter.com/burundi/mahinga/BI0422717.html,-3.7774,30.0471,Africa/Bujumbura,,True
kigwena,https://wetter.com/burundi/kigwena/BI0421991.html,-4.1443,29.5317,Africa/Bujumbura,,True
rutana,https://wetter.com/burundi/rutana/BI0433635.html,-3.9279,29.992,Africa/Bujumbura,,True
rubimba,https://wetter.com/burundi/rubimba/BI0433641.html,-3.9278,29.9052,Africa/Bujumbura,,True
mudahwera,https://wetter.com/burundi/mudahwera/BI0422797.html,-3.8215,30.0543,Africa/Bujumbura,,True
nzunga,https://wetter.com/burundi/nzunga/BI0429214.html,-3.0065,29.9731,Africa/Bujumbura,,True
minago,https://wetter.com/burundi/minago/BI0423467.html,-3.8059,29.3487,Africa/Bujumbura,,True
gitabi,https://wetter.com/burundi/gitabi/BI0422146.html,-4.0625,29.9456,Africa/Bujumbura,,True
kibonangoma,https://wetter.com/burundi/kibonangoma/BI0426902.html,-3.3381,30.456,Africa/Bujumbura,,True
mbuga,https://wetter.com/burundi/mbuga/BI0423540.html,-3.942,29.4162,Africa/Bujumbura,,True
magara,https://wetter.com/burundi/magara/BI0423782.html,-3.7264,29.3194,Africa/Bujumbura,,True
ruyenzi,https://wetter.com/burundi/ruyenzi/BI0430396.html,-2.8192,29.8049,Africa/Bujumbura,,True
murehe,https://wetter.com/burundi/murehe/BI0432699.html,-2.7386,30.0256,Africa/Bujumbura,,True
nyamurenza,https://wetter.com/burundi/nyamurenza/BI0430413.html,-2.8232,29.8645,Africa/Bujumbura,,True
rumonge,https://wetter.com/burundi/rumonge/BI0423549.html,-3.9736,29.4386,Africa/Bujumbura,,True
rugombero,https://wetter.com/burundi/rugombero/BI0423682.html,-3.6186,29.4306,Africa/Bujumbura,,True
kizuga,https://wetter.com/burundi/kizuga/BI0423048.html,-3.7617,29.5474,Africa/Bujumbura,,True
burambi,https://wetter.com/burundi/burambi/BI0447824.html,-3.7881,29.4297,Africa/Bujumbura,,True
ngozi,https://wetter.com/burundi/ngozi/BI0430569.html,-2.9075,29.8306,Africa/Bujumbura,,True
karonda,https://wetter.com/burundi/karonda/BI0421915.html,-4.0918,29.4893,Africa/Bujumbura,,True
gahama,https://wetter.com/burundi/gahama/BI0424870.html,-3.6819,30.1915,Africa/Bujumbura,,True
mudende,https://wetter.com/burundi/mudende/BI0423258.html,-3.8917,29.5166,Africa/Bujumbura,,True
tangara,https://wetter.com/burundi/tangara/BI0430592.html,-2.9218,29.9734,Africa/Bujumbura,,True
gisagazuba,https://wetter.com/burundi/gisagazuba/BI0423765.html,-3.7248,29.4482,Africa/Bujumbura,,True
buyenzi,https://wetter.com/burundi/buyenzi/BI0423688.html,-3.6171,29.3459,Africa/Bujumbura,,True
gakome,https://wetter.com/burundi/gakome/BI0422683.html,-3.754,30.0162,Africa/Bujumbura,,True
murago,https://wetter.com/burundi/murago/BI0423468.html,-3.8029,29.4387,Africa/Bujumbura,,True
muhuta,https://wetter.com/burundi/muhuta/BI0423702.html,-3.6333,29.3667,Africa/Bujumbura,,True
bukemba,https://wetter.com/burundi/bukemba/BI0422636.html,-3.9853,29.9161,Africa/Bujumbura,,True
bigugo,https://wetter.com/burundi/bigugo/BI0433607.html,-3.911,29.979,Africa/Bujumbura,,True
bikobe,https://wetter.com/burundi/bikobe/BI0427135.html,-3.4983,30.3176,Africa/Bujumbura,,True
muzinda,https://wetter.com/burundi/muzinda/BI0425236.html,-3.2617,29.4206,Africa/Bujumbura,,True
vyuma,https://wetter.com/burundi/vyuma/BI0422771.html,-3.8101,30.0251,Africa/Bujumbura,,True
rukukumbo,https://wetter.com/burundi/rukukumbo/BI0426899.html,-3.3392,30.2629,Africa/Bujumbura,,True
ruyigi,https://wetter.com/burundi/ruyigi/BI0426700.html,-3.4764,30.2486,Africa/Bujumbura,,True
ruvumu,https://wetter.com/burundi/ruvumu/BI0426834.html,-3.2912,30.3368,Africa/Bujumbura,,True
nyamuyaga,https://wetter.com/burundi/nyamuyaga/BI0426993.html,-3.402,30.2559,Africa/Bujumbura,,True
ruhongoro,https://wetter.com/burundi/ruhongoro/BI0425104.html,-3.6366,30.3799,Africa/Bujumbura,,True
kamenge,https://wetter.com/burundi/kamenge/BI0425329.html,-3.3445,29.3893,Africa/Bujumbura,,True
gahinasazi,https://wetter.com/burundi/gahinasazi/BI0429835.html,-2.9626,29.4525,Africa/Bujumbura,,True
bamba,https://wetter.com/burundi/bamba/BI0429870.html,-2.9887,29.4132,Africa/Bujumbura,,True
buvyuko,https://wetter.com/burundi/buvyuko/BI0428539.html,-3.0963,29.3329,Africa/Bujumbura,,True
cibitoke,https://wetter.com/burundi/cibitoke/BI0425328.html,-3.3418,29.3716,Africa/Bujumbura,,True
mpanda,https://wetter.com/burundi/mpanda/BI0428632.html,-3.1703,29.4026,Africa/Bujumbura,,True
komonanira,https://wetter.com/tansania/komonanira/TZ0156519.html,-4.45,29.6833,Africa/Bujumbura,,True
bubanza,https://wetter.com/burundi/bubanza/BI0428515.html,-3.0804,29.391,Africa/Bujumbura,,True
bihembe,https://wetter.com/burundi/bihembe/BI0428479.html,-3.058,29.3159,Africa/Bujumbura,,True
mpanda,https://wetter.com/burundi/mpanda/BI0428682.html,-3.2125,29.3556,Africa/Bujumbura,,True
mitakataka,https://wetter.com/burundi/mitakataka/BI0428586.html,-3.1361,29.3653,Africa/Bujumbura,,True
karonge,https://wetter.com/burundi/karonge/BI0428465.html,-3.0448,29.3358,Africa/Bujumbura,,True
butanuka,https://wetter.com/burundi/butanuka/BI0428599.html,-3.1491,29.4365,Africa/Bujumbura,,True
kigwati,https://wetter.com/burundi/kigwati/BI0428674.html,-3.2069,29.3731,Africa/Bujumbura,,True
bujumbura,https://wetter.com/burundi/bujumbura/BI0BU0001.html,-3.3819,29.3614,Africa/Bujumbura,,True
ruhororo,https://wetter.com/burundi/ruhororo/BI0429303.html,-3.0517,29.8868,Africa/Bujumbura,,True
vumwe,https://wetter.com/burundi/vumwe/BI0425100.html,-3.627,30.3126,Africa/Bujumbura,,True
kayongozi,https://wetter.com/burundi/kayongozi/BI0426804.html,-3.2725,30.3315,Africa/Bujumbura,,True
nyakayi,https://wetter.com/burundi/nyakayi/BI0426886.html,-3.3305,30.3129,Africa/Bujumbura,,True
myugariro,https://wetter.com/burundi/myugariro/BI0427099.html,-3.4686,30.4782,Africa/Bujumbura,,True
mwayi,https://wetter.com/burundi/mwayi/BI0422973.html,-3.968,30.0243,Africa/Bujumbura,,True
buyogoma,https://wetter.com/burundi/buyogoma/BI0426824.html,-3.2841,30.3993,Africa/Bujumbura,,True
kirambi,https://wetter.com/burundi/kirambi/BI0426877.html,-3.3206,30.4733,Africa/Bujumbura,,True
karera,https://wetter.com/burundi/karera/BI0427029.html,-3.4237,30.429,Africa/Bujumbura,,True
kumana,https://wetter.com/burundi/kumana/BI0422827.html,-3.839,30.2421,Africa/Bujumbura,,True
kirugungu,https://wetter.com/burundi/kirugungu/BI0426793.html,-3.2698,30.3662,Africa/Bujumbura,,True
gakaze,https://wetter.com/burundi/gakaze/BI0426783.html,-3.2639,30.4054,Africa/Bujumbura,,True
kivoga,https://wetter.com/burundi/kivoga/BI0426947.html,-3.3685,30.2647,Africa/Bujumbura,,True
mpinga-kayove,https://wetter.com/burundi/mpinga-kayove/BI0422753.html,-3.7944,30.1563,Africa/Bujumbura,,True
nyakazu,https://wetter.com/burundi/nyakazu/BI0422914.html,-3.9051,30.1177,Africa/Bujumbura,,True
kinyinya,https://wetter.com/burundi/kinyinya/BI0425117.html,-3.6581,30.3427,Africa/Bujumbura,,True
kigera,https://wetter.com/burundi/kigera/BI0424768.html,-3.613,30.1093,Africa/Bujumbura,,True
masake,https://wetter.com/burundi/masake/BI0426677.html,-3.4534,30.1663,Africa/Bujumbura,,True
muhwazi,https://wetter.com/burundi/muhwazi/BI0424804.html,-3.6356,30.2393,Africa/Bujumbura,,True
ihangiro,https://wetter.com/burundi/ihangiro/BI0426821.html,-3.2871,30.3905,Africa/Bujumbura,,True
munterana,https://wetter.com/burundi/munterana/BI0426890.html,-3.3281,30.456,Africa/Bujumbura,,True
murambi,https://wetter.com/burundi/murambi/BI0427015.html,-3.4169,30.3605,Africa/Bujumbura,,True
mugobweka,https://wetter.com/burundi/mugobweka/BI0427131.html,-3.4961,30.4533,Africa/Bujumbura,,True
muryaruyigi,https://wetter.com/burundi/muryaruyigi/BI0426883.html,-3.3282,30.2894,Africa/Bujumbura,,True
musenga,https://wetter.com/burundi/musenga/BI0426874.html,-3.3251,30.3985,Africa/Bujumbura,,True
muyange,https://wetter.com/burundi/muyange/BI0427129.html,-3.4943,30.4943,Africa/Bujumbura,,True
ndege,https://wetter.com/burundi/ndege/BI0426919.html,-3.3537,30.4104,Africa/Bujumbura,,True
ntamba,https://wetter.com/burundi/ntamba/BI0429866.html,-2.9835,29.4373,Africa/Bujumbura,,True
muramvya,https://wetter.com/burundi/muramvya/BI0432257.html,-2.942,30.1265,Africa/Bujumbura,,True
mureke,https://wetter.com/burundi/mureke/BI0430688.html,-2.976,29.8722,Africa/Bujumbura,,True
bukirasazi,https://wetter.com/burundi/bukirasazi/BI0424507.html,-3.7015,29.9631,Africa/Bujumbura,,True
muguramo,https://wetter.com/burundi/muguramo/BI0424540.html,-3.7264,29.7924,Africa/Bujumbura,,True
gitega,https://wetter.com/burundi/gitega/BI0426272.html,-3.4271,29.9246,Africa/Bujumbura,,True
magarama,https://wetter.com/burundi/magarama/BI0426274.html,-3.4228,29.9174,Africa/Bujumbura,,True
mungwa,https://wetter.com/burundi/mungwa/BI0426325.html,-3.4528,29.8816,Africa/Bujumbura,,True
mushasha,https://wetter.com/burundi/mushasha/BI0426308.html,-3.441,29.9331,Africa/Bujumbura,,True
mumuri,https://wetter.com/burundi/mumuri/BI0424149.html,-3.5119,29.964,Africa/Bujumbura,,True
mutaho,https://wetter.com/burundi/mutaho/BI0429469.html,-3.1561,29.8623,Africa/Bujumbura,,True
kibimba,https://wetter.com/burundi/kibimba/BI0426029.html,-3.2959,29.7985,Africa/Bujumbura,,True
rweru,https://wetter.com/burundi/rweru/BI0422532.html,-3.8012,29.9404,Africa/Bujumbura,,True
banda,https://wetter.com/burundi/banda/BI0428273.html,-3.1529,30.1724,Africa/Bujumbura,,True
rweza,https://wetter.com/burundi/rweza/BI0424389.html,-3.6428,29.7749,Africa/Bujumbura,,True
teka,https://wetter.com/burundi/teka/BI0429427.html,-3.132,29.8736,Africa/Bujumbura,,True
buhiga,https://wetter.com/burundi/buhiga/BI0428246.html,-3.1236,30.1833,Africa/Bujumbura,,True
mweya,https://wetter.com/burundi/mweya/BI0426397.html,-3.4906,29.927,Africa/Bujumbura,,True
kidatemba,https://wetter.com/burundi/kidatemba/BI0428283.html,-3.1642,30.1439,Africa/Bujumbura,,True
muvumero,https://wetter.com/burundi/muvumero/BI0424435.html,-3.6649,29.9621,Africa/Bujumbura,,True
karuzi,https://wetter.com/burundi/karuzi/BI0428219.html,-3.1014,30.1628,Africa/Bujumbura,,True
gihogazi,https://wetter.com/burundi/gihogazi/BI0429394.html,-3.1126,29.9962,Africa/Bujumbura,,True
taba,https://wetter.com/burundi/taba/BI0424835.html,-3.6604,30.0119,Africa/Bujumbura,,True
gatongo,https://wetter.com/burundi/gatongo/BI0425960.html,-3.2561,29.9912,Africa/Bujumbura,,True
giheta,https://wetter.com/burundi/giheta/BI0426162.html,-3.3637,29.8582,Africa/Bujumbura,,True
mutobo,https://wetter.com/burundi/mutobo/BI0427579.html,-3.1217,30.5456,Africa/Bujumbura,,True
muvumu,https://wetter.com/burundi/muvumu/BI0426808.html,-3.2789,30.456,Africa/Bujumbura,,True
muyaga,https://wetter.com/burundi/muyaga/BI0427739.html,-3.2464,30.5475,Africa/Bujumbura,,True
ngoma,https://wetter.com/burundi/ngoma/BI0427390.html,-3.0259,30.7602,Africa/Bujumbura,,True
rwimbogo,https://wetter.com/burundi/rwimbogo/BI0426816.html,-3.2799,30.4646,Africa/Bujumbura,,True
remera,https://wetter.com/burundi/remera/BI0427515.html,-3.0536,30.682,Africa/Bujumbura,,True
nyarunazi,https://wetter.com/burundi/nyarunazi/BI0428026.html,-3.2121,30.3757,Africa/Bujumbura,,True
rubirizi,https://wetter.com/burundi/rubirizi/BI0427807.html,-3.0414,30.488,Africa/Bujumbura,,True
bukirasazi,https://wetter.com/burundi/bukirasazi/BI0424365.html,-3.6325,29.9769,Africa/Bujumbura,,True
